symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
XRP/USDT,RSI_MACD_VWAP,1d,3,33.33333333333333,-9.508240811005638,-3.1694136036685463
ADA/USDT,RSI_MACD_VWAP,1d,1,100.0,1.4104423555113348,1.4104423555113348
DOT/USDT,RSI_MACD_VWAP,1d,1,0.0,-2.8244882664293316,-2.8244882664293316
AVAX/USDT,RSI_MACD_VWAP,1d,6,33.33333333333333,-7.170413871617516,-1.1950689786029194
