symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,MACD_Only,5m,33,45.45454545454545,-0.26275196745924856,-0.007962180832098438
BNB/USDT,MACD_Only,5m,33,18.181818181818183,1.3415097156729188,0.04065180956584602
