symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
ETH/USDT,Optimized_Crypto_V2,4h,34,35.294117647058826,-17.78431551279581,-0.5230681033175237
BNB/USDT,Optimized_Crypto_V2,4h,7,42.857142857142854,26.286578623244797,3.7552255176063993
XRP/USDT,Optimized_Crypto_V2,4h,24,25.0,27.70946138158176,1.15456089089924
ADA/USDT,Optimized_Crypto_V2,4h,23,26.08695652173913,5.406259225985119,0.23505474895587444
DOGE/USDT,Optimized_Crypto_V2,4h,29,31.03448275862069,2.624885706991305,0.09051330024107973
SOL/USDT,Optimized_Crypto_V2,4h,30,36.666666666666664,-28.94282554339582,-0.9647608514465273
DOT/USDT,Optimized_Crypto_V2,4h,33,24.242424242424242,-5.821347036968058,-0.17640445566569893
AVAX/USDT,Optimized_Crypto_V2,4h,34,47.05882352941176,29.64402177860783,0.8718829934884654
SHIB/USDT,Optimized_Crypto_V2,4h,26,38.46153846153847,43.892779726113226,1.6881838356197392
