symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,Optimized_Crypto_V2,5m,2,50.0,0.0065990887349259425,0.0032995443674629713
ETH/USDT,Optimized_Crypto_V2,5m,1,0.0,-0.2720418342825605,-0.2720418342825605
BNB/USDT,Optimized_Crypto_V2,5m,9,11.11111111111111,0.1774906913990813,0.019721187933231254
