timestamp,symbol,signal,price,pnl
1751953800,AI16Z/USDT,SELL,0.1484,0
1751950500,ALGO/USDT,SELL,0.17368,0
1751957100,ATOM/USDT,SELL,4.0385,0
1751953200,AVAX/USDT,SELL,17.83,0
1751967600,CRO/USDT,SELL,0.081,0
1751964300,DAI/USDT,SELL,0.99973,0
1751950500,MANA/USDT,SELL,0.26117,0
1751955900,MELANIA/USDT,SELL,0.1804,0
1751945700,TON/USDT,SELL,2.744,0
1751957100,TRUMP/USDT,SELL,8.496,0
1751953800,XMR/USDT,SELL,314.89,0
