symbol,type,entry_price,exit_price,entry_time,exit_time,pnl_percent,strategy
BTC/USDT,short,107596.0,107676.0,2025-06-30 12:00:00,2025-06-30 16:00:00,-0.07435220640172496,MACD_Only
BTC/USDT,short,107111.5,107195.2,2025-06-30 20:00:00,2025-07-01 00:00:00,-0.0781428698132293,MACD_Only
BTC/USDT,short,107139.0,106564.9,2025-07-01 04:00:00,2025-07-01 08:00:00,0.5358459571211285,MACD_Only
BTC/USDT,short,106029.1,105448.8,2025-07-01 12:00:00,2025-07-01 16:00:00,0.5473025801407376,MACD_Only
BTC/USDT,short,105668.8,106187.7,2025-07-01 20:00:00,2025-07-02 00:00:00,-0.49106264100661134,MACD_Only
BTC/USDT,short,107155.2,107417.1,2025-07-02 04:00:00,2025-07-02 08:00:00,-0.2444118437556075,MACD_Only
BTC/USDT,long,108758.0,109695.2,2025-07-02 12:00:00,2025-07-02 16:00:00,0.8617297118372875,MACD_Only
BTC/USDT,long,108812.0,108697.5,2025-07-02 20:00:00,2025-07-03 00:00:00,-0.10522736462890121,MACD_Only
BTC/USDT,long,109289.7,109662.4,2025-07-03 04:00:00,2025-07-03 08:00:00,0.34102024252971425,MACD_Only
BTC/USDT,long,109135.6,109832.5,2025-07-03 12:00:00,2025-07-03 16:00:00,0.6385634018596994,MACD_Only
BTC/USDT,long,109610.6,109250.4,2025-07-03 20:00:00,2025-07-04 00:00:00,-0.32861785265294746,MACD_Only
BTC/USDT,long,108777.5,108886.6,2025-07-04 04:00:00,2025-07-04 08:00:00,0.10029647675301033,MACD_Only
BTC/USDT,short,107700.0,107490.0,2025-07-04 12:00:00,2025-07-04 16:00:00,0.19498607242339833,MACD_Only
BTC/USDT,short,108002.9,108170.4,2025-07-04 20:00:00,2025-07-05 00:00:00,-0.15508842818109514,MACD_Only
BTC/USDT,short,108033.5,108197.5,2025-07-05 04:00:00,2025-07-05 08:00:00,-0.15180476426293696,MACD_Only
BTC/USDT,short,108127.7,108149.1,2025-07-05 12:00:00,2025-07-05 16:00:00,-0.019791413301132578,MACD_Only
BTC/USDT,short,108210.3,108065.2,2025-07-05 20:00:00,2025-07-06 00:00:00,0.13409074736878634,MACD_Only
BTC/USDT,short,108061.8,108073.1,2025-07-06 04:00:00,2025-07-06 08:00:00,-0.010456979247063172,MACD_Only
BTC/USDT,short,108781.9,108519.3,2025-07-06 12:00:00,2025-07-06 16:00:00,0.24140045356809475,MACD_Only
BTC/USDT,long,109220.4,109450.0,2025-07-06 20:00:00,2025-07-07 00:00:00,0.2102171389227707,MACD_Only
BTC/USDT,long,109060.7,108669.2,2025-07-07 04:00:00,2025-07-07 08:00:00,-0.35897440599592706,MACD_Only
BTC/USDT,long,108330.0,108146.6,2025-07-07 12:00:00,2025-07-07 16:00:00,-0.16929751684666683,MACD_Only
BTC/USDT,short,108215.9,107929.7,2025-07-07 20:00:00,2025-07-08 00:00:00,0.2644713022762802,MACD_Only
BTC/USDT,short,108470.4,108775.3,2025-07-08 04:00:00,2025-07-08 08:00:00,-0.2810905094846232,MACD_Only
BTC/USDT,short,108304.0,108799.8,2025-07-08 12:00:00,2025-07-08 16:00:00,-0.4577854926872534,MACD_Only
BTC/USDT,long,108917.6,108390.9,2025-07-08 20:00:00,2025-07-09 00:00:00,-0.48357657531933457,MACD_Only
BTC/USDT,short,108700.8,109099.4,2025-07-09 04:00:00,2025-07-09 08:00:00,-0.3666946333421569,MACD_Only
BTC/USDT,long,109073.4,111720.4,2025-07-09 12:00:00,2025-07-09 16:00:00,2.4268061690568,MACD_Only
BTC/USDT,long,111287.1,111075.0,2025-07-09 20:00:00,2025-07-10 00:00:00,-0.19058812746491355,MACD_Only
BTC/USDT,long,111241.0,111028.8,2025-07-10 04:00:00,2025-07-10 08:00:00,-0.19075700506108098,MACD_Only
BTC/USDT,long,111350.7,113316.2,2025-07-10 12:00:00,2025-07-10 16:00:00,1.7651438203801144,MACD_Only
BTC/USDT,long,116004.9,116873.9,2025-07-10 20:00:00,2025-07-11 00:00:00,0.7491062877516381,MACD_Only
BTC/USDT,long,117600.0,117850.1,2025-07-11 04:00:00,2025-07-11 08:00:00,0.21267006802721586,MACD_Only
ETH/USDT,long,2474.94,2509.89,2025-06-30 12:00:00,2025-06-30 16:00:00,1.4121554461926276,MACD_Only
ETH/USDT,long,2486.54,2485.84,2025-06-30 20:00:00,2025-07-01 00:00:00,-0.028151568042332643,MACD_Only
ETH/USDT,long,2465.07,2444.52,2025-07-01 04:00:00,2025-07-01 08:00:00,-0.8336477260280714,MACD_Only
ETH/USDT,short,2424.0,2409.84,2025-07-01 12:00:00,2025-07-01 16:00:00,0.5841584158415781,MACD_Only
ETH/USDT,short,2405.33,2429.91,2025-07-01 20:00:00,2025-07-02 00:00:00,-1.0218972032943474,MACD_Only
ETH/USDT,short,2448.42,2446.18,2025-07-02 04:00:00,2025-07-02 08:00:00,0.09148757157678161,MACD_Only
ETH/USDT,long,2499.95,2603.55,2025-07-02 12:00:00,2025-07-02 16:00:00,4.144082881657648,MACD_Only
ETH/USDT,long,2569.58,2562.34,2025-07-02 20:00:00,2025-07-03 00:00:00,-0.28175810832897913,MACD_Only
ETH/USDT,long,2599.95,2594.85,2025-07-03 04:00:00,2025-07-03 08:00:00,-0.19615761841573526,MACD_Only
ETH/USDT,long,2570.21,2586.72,2025-07-03 12:00:00,2025-07-03 16:00:00,0.6423599628045865,MACD_Only
ETH/USDT,long,2590.82,2578.93,2025-07-03 20:00:00,2025-07-04 00:00:00,-0.458928061385983,MACD_Only
ETH/USDT,long,2536.06,2548.61,2025-07-04 04:00:00,2025-07-04 08:00:00,0.49486210894064736,MACD_Only
ETH/USDT,short,2501.14,2482.25,2025-07-04 12:00:00,2025-07-04 16:00:00,0.7552556034448241,MACD_Only
ETH/USDT,short,2508.26,2518.13,2025-07-04 20:00:00,2025-07-05 00:00:00,-0.39349987640834244,MACD_Only
ETH/USDT,short,2520.58,2519.46,2025-07-05 04:00:00,2025-07-05 08:00:00,0.0444342175213598,MACD_Only
ETH/USDT,short,2508.15,2506.04,2025-07-05 12:00:00,2025-07-05 16:00:00,0.08412575005482635,MACD_Only
ETH/USDT,short,2518.03,2512.26,2025-07-05 20:00:00,2025-07-06 00:00:00,0.22914738903031265,MACD_Only
ETH/USDT,short,2519.04,2515.83,2025-07-06 04:00:00,2025-07-06 08:00:00,0.12742949695122094,MACD_Only
ETH/USDT,short,2555.02,2539.14,2025-07-06 12:00:00,2025-07-06 16:00:00,0.6215215536473339,MACD_Only
ETH/USDT,long,2570.45,2576.68,2025-07-06 20:00:00,2025-07-07 00:00:00,0.24237001303273817,MACD_Only
ETH/USDT,long,2577.62,2563.08,2025-07-07 04:00:00,2025-07-07 08:00:00,-0.5640862501066861,MACD_Only
ETH/USDT,long,2534.32,2547.01,2025-07-07 12:00:00,2025-07-07 16:00:00,0.5007260330187211,MACD_Only
ETH/USDT,short,2542.41,2538.36,2025-07-07 20:00:00,2025-07-08 00:00:00,0.15929767425394517,MACD_Only
ETH/USDT,short,2551.57,2575.08,2025-07-08 04:00:00,2025-07-08 08:00:00,-0.921393494985431,MACD_Only
ETH/USDT,long,2564.87,2612.56,2025-07-08 12:00:00,2025-07-08 16:00:00,1.8593534954987994,MACD_Only
ETH/USDT,long,2615.4,2592.58,2025-07-08 20:00:00,2025-07-09 00:00:00,-0.8725242792689517,MACD_Only
ETH/USDT,long,2624.07,2626.81,2025-07-09 04:00:00,2025-07-09 08:00:00,0.10441794616758628,MACD_Only
ETH/USDT,long,2654.37,2764.33,2025-07-09 12:00:00,2025-07-09 16:00:00,4.142602576129177,MACD_Only
ETH/USDT,long,2769.73,2776.71,2025-07-09 20:00:00,2025-07-10 00:00:00,0.25201012373047255,MACD_Only
ETH/USDT,long,2789.97,2777.95,2025-07-10 04:00:00,2025-07-10 08:00:00,-0.4308290053298058,MACD_Only
ETH/USDT,long,2769.6,2817.86,2025-07-10 12:00:00,2025-07-10 16:00:00,1.7424898902368653,MACD_Only
ETH/USDT,long,2951.64,2970.45,2025-07-10 20:00:00,2025-07-11 00:00:00,0.6372728381509922,MACD_Only
ETH/USDT,long,2971.76,2985.12,2025-07-11 04:00:00,2025-07-11 08:00:00,0.44956524080005356,MACD_Only
BNB/USDT,long,655.69,658.91,2025-06-30 12:00:00,2025-06-30 16:00:00,0.49108572648658866,MACD_Only
BNB/USDT,long,660.7,659.0,2025-06-30 20:00:00,2025-07-01 00:00:00,-0.25730286060239826,MACD_Only
BNB/USDT,long,652.6,651.39,2025-07-01 04:00:00,2025-07-01 08:00:00,-0.18541219736439418,MACD_Only
BNB/USDT,short,647.38,645.37,2025-07-01 12:00:00,2025-07-01 16:00:00,0.310482251536963,MACD_Only
BNB/USDT,short,646.59,648.53,2025-07-01 20:00:00,2025-07-02 00:00:00,-0.3000355712275075,MACD_Only
BNB/USDT,short,656.07,658.3,2025-07-02 04:00:00,2025-07-02 08:00:00,-0.3399027542792544,MACD_Only
BNB/USDT,long,662.15,664.23,2025-07-02 12:00:00,2025-07-02 16:00:00,0.3141282186815738,MACD_Only
BNB/USDT,long,664.68,660.79,2025-07-02 20:00:00,2025-07-03 00:00:00,-0.5852440272010572,MACD_Only
BNB/USDT,long,660.58,665.09,2025-07-03 04:00:00,2025-07-03 08:00:00,0.6827333555360426,MACD_Only
BNB/USDT,long,657.76,660.17,2025-07-03 12:00:00,2025-07-03 16:00:00,0.3663950377037169,MACD_Only
BNB/USDT,long,664.85,664.08,2025-07-03 20:00:00,2025-07-04 00:00:00,-0.11581559750319347,MACD_Only
BNB/USDT,long,660.6,660.51,2025-07-04 04:00:00,2025-07-04 08:00:00,-0.013623978201639695,MACD_Only
BNB/USDT,short,656.04,654.21,2025-07-04 12:00:00,2025-07-04 16:00:00,0.278946405706958,MACD_Only
BNB/USDT,short,655.25,655.54,2025-07-04 20:00:00,2025-07-05 00:00:00,-0.044257916825633514,MACD_Only
BNB/USDT,short,655.16,656.45,2025-07-05 04:00:00,2025-07-05 08:00:00,-0.1968984675499233,MACD_Only
BNB/USDT,short,656.16,652.0,2025-07-05 12:00:00,2025-07-05 16:00:00,0.6339917093391808,MACD_Only
BNB/USDT,short,655.07,654.16,2025-07-05 20:00:00,2025-07-06 00:00:00,0.1389164516769325,MACD_Only
BNB/USDT,short,656.37,656.22,2025-07-06 04:00:00,2025-07-06 08:00:00,0.022852964029431155,MACD_Only
BNB/USDT,short,661.42,659.79,2025-07-06 12:00:00,2025-07-06 16:00:00,0.24643947869734747,MACD_Only
BNB/USDT,long,665.27,662.56,2025-07-06 20:00:00,2025-07-07 00:00:00,-0.40735340538428555,MACD_Only
BNB/USDT,long,662.85,661.46,2025-07-07 04:00:00,2025-07-07 08:00:00,-0.20970053556611393,MACD_Only
BNB/USDT,long,658.8,657.39,2025-07-07 12:00:00,2025-07-07 16:00:00,-0.214025500910742,MACD_Only
BNB/USDT,short,659.88,661.04,2025-07-07 20:00:00,2025-07-08 00:00:00,-0.17578953749166035,MACD_Only
