symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,BB_RSI,1h,3,33.33333333333333,-3.2854392265078673,-1.0951464088359557
ETH/USDT,BB_RSI,1h,5,20.0,-8.751694415398397,-1.7503388830796793
BNB/USDT,BB_RSI,1h,3,0.0,-1.293086950458956,-0.43102898348631863
