symbol,type,entry_price,exit_price,entry_time,exit_time,pnl_percent,strategy
BTC/USDT,short,111065.1,111075.0,2025-07-10 03:00:00,2025-07-10 03:30:00,-0.008913691159503911,MACD_Only
BTC/USDT,short,111030.9,111155.2,2025-07-10 04:00:00,2025-07-10 04:30:00,-0.11195081729500789,MACD_Only
BTC/USDT,short,111003.6,111097.4,2025-07-10 05:00:00,2025-07-10 05:30:00,-0.08450176390674569,MACD_Only
BTC/USDT,short,111292.0,111256.9,2025-07-10 06:00:00,2025-07-10 06:30:00,0.03153865506955201,MACD_Only
BTC/USDT,short,111357.8,111241.0,2025-07-10 07:00:00,2025-07-10 07:30:00,0.10488712959487607,MACD_Only
BTC/USDT,short,111265.7,111261.5,2025-07-10 08:00:00,2025-07-10 08:30:00,0.0037747481928366872,MACD_Only
BTC/USDT,short,111130.0,111083.5,2025-07-10 09:00:00,2025-07-10 09:30:00,0.041842886709259425,MACD_Only
BTC/USDT,short,111043.9,111083.4,2025-07-10 10:00:00,2025-07-10 10:30:00,-0.03557151721076079,MACD_Only
BTC/USDT,short,111116.0,111028.8,2025-07-10 11:00:00,2025-07-10 11:30:00,0.07847654703192797,MACD_Only
BTC/USDT,short,110935.4,110880.7,2025-07-10 12:00:00,2025-07-10 12:30:00,0.04930797563266287,MACD_Only
BTC/USDT,short,111027.1,110757.2,2025-07-10 13:00:00,2025-07-10 13:30:00,0.243093803224626,MACD_Only
BTC/USDT,short,110786.8,111256.7,2025-07-10 14:00:00,2025-07-10 14:30:00,-0.42414800319171075,MACD_Only
BTC/USDT,short,111300.0,111350.7,2025-07-10 15:00:00,2025-07-10 15:30:00,-0.04555256064689765,MACD_Only
BTC/USDT,long,112367.0,112630.0,2025-07-10 16:00:00,2025-07-10 16:30:00,0.23405448218783093,MACD_Only
BTC/USDT,long,113392.0,113708.8,2025-07-10 17:00:00,2025-07-10 17:30:00,0.2793847890503765,MACD_Only
BTC/USDT,long,113188.7,113349.0,2025-07-10 18:00:00,2025-07-10 18:30:00,0.14162191102115576,MACD_Only
BTC/USDT,long,113421.0,113316.2,2025-07-10 19:00:00,2025-07-10 19:30:00,-0.09239911480237602,MACD_Only
BTC/USDT,long,113451.5,113542.5,2025-07-10 20:00:00,2025-07-10 20:30:00,0.08021048641930693,MACD_Only
BTC/USDT,long,115691.9,116475.1,2025-07-10 21:00:00,2025-07-10 21:30:00,0.6769704707071209,MACD_Only
BTC/USDT,long,115913.4,116063.8,2025-07-10 22:00:00,2025-07-10 22:30:00,0.1297520390222431,MACD_Only
BTC/USDT,long,115793.1,116004.9,2025-07-10 23:00:00,2025-07-10 23:30:00,0.18291245333270145,MACD_Only
BTC/USDT,long,115528.8,115609.6,2025-07-11 00:00:00,2025-07-11 00:30:00,0.06993927055418468,MACD_Only
BTC/USDT,long,115940.0,115977.3,2025-07-11 01:00:00,2025-07-11 01:30:00,0.03217181300673013,MACD_Only
BTC/USDT,long,116229.9,116641.8,2025-07-11 02:00:00,2025-07-11 02:30:00,0.35438385475683,MACD_Only
BTC/USDT,long,116485.0,116873.9,2025-07-11 03:00:00,2025-07-11 03:30:00,0.33386272910674697,MACD_Only
BTC/USDT,short,116608.3,116886.8,2025-07-11 04:00:00,2025-07-11 04:30:00,-0.23883377083792492,MACD_Only
BTC/USDT,short,117416.2,117799.1,2025-07-11 05:00:00,2025-07-11 05:30:00,-0.32610491567603855,MACD_Only
BTC/USDT,long,118142.7,117620.5,2025-07-11 06:00:00,2025-07-11 06:30:00,-0.44200784305758806,MACD_Only
BTC/USDT,long,117882.4,117600.0,2025-07-11 07:00:00,2025-07-11 07:30:00,-0.2395607826104611,MACD_Only
BTC/USDT,short,117962.0,117950.3,2025-07-11 08:00:00,2025-07-11 08:30:00,0.00991844831386132,MACD_Only
BTC/USDT,short,118170.2,118446.8,2025-07-11 09:00:00,2025-07-11 09:30:00,-0.23406916464557545,MACD_Only
BTC/USDT,short,118281.7,117964.7,2025-07-11 10:00:00,2025-07-11 10:30:00,0.2680042643959294,MACD_Only
BTC/USDT,short,117649.0,117850.1,2025-07-11 11:00:00,2025-07-11 11:30:00,-0.17093217961904125,MACD_Only
ETH/USDT,short,2779.09,2776.71,2025-07-10 03:00:00,2025-07-10 03:30:00,0.08563954387947527,MACD_Only
ETH/USDT,short,2771.45,2779.83,2025-07-10 04:00:00,2025-07-10 04:30:00,-0.30236879611755973,MACD_Only
ETH/USDT,short,2779.61,2782.52,2025-07-10 05:00:00,2025-07-10 05:30:00,-0.10469094585211071,MACD_Only
ETH/USDT,short,2790.85,2795.85,2025-07-10 06:00:00,2025-07-10 06:30:00,-0.1791568876865471,MACD_Only
ETH/USDT,short,2806.04,2789.97,2025-07-10 07:00:00,2025-07-10 07:30:00,0.5726931904035639,MACD_Only
ETH/USDT,short,2790.0,2788.08,2025-07-10 08:00:00,2025-07-10 08:30:00,0.06881720430107788,MACD_Only
ETH/USDT,short,2783.15,2779.01,2025-07-10 09:00:00,2025-07-10 09:30:00,0.14875231302660197,MACD_Only
ETH/USDT,short,2777.25,2782.64,2025-07-10 10:00:00,2025-07-10 10:30:00,-0.1940768746061706,MACD_Only
ETH/USDT,short,2780.48,2777.95,2025-07-10 11:00:00,2025-07-10 11:30:00,0.09099148348487313,MACD_Only
ETH/USDT,short,2775.24,2775.27,2025-07-10 12:00:00,2025-07-10 12:30:00,-0.0010809875902696737,MACD_Only
ETH/USDT,short,2788.88,2784.02,2025-07-10 13:00:00,2025-07-10 13:30:00,0.17426350362870138,MACD_Only
ETH/USDT,short,2765.54,2776.85,2025-07-10 14:00:00,2025-07-10 14:30:00,-0.40896172176139,MACD_Only
ETH/USDT,short,2773.89,2769.6,2025-07-10 15:00:00,2025-07-10 15:30:00,0.15465645717746426,MACD_Only
ETH/USDT,short,2810.49,2807.5,2025-07-10 16:00:00,2025-07-10 16:30:00,0.10638714245557827,MACD_Only
ETH/USDT,long,2812.08,2833.1,2025-07-10 17:00:00,2025-07-10 17:30:00,0.7474894028619379,MACD_Only
ETH/USDT,long,2810.09,2810.44,2025-07-10 18:00:00,2025-07-10 18:30:00,0.012455117095890488,MACD_Only
ETH/USDT,long,2814.31,2817.86,2025-07-10 19:00:00,2025-07-10 19:30:00,0.12614104345293098,MACD_Only
ETH/USDT,long,2824.11,2818.79,2025-07-10 20:00:00,2025-07-10 20:30:00,-0.18837793145451712,MACD_Only
ETH/USDT,long,2906.79,2976.35,2025-07-10 21:00:00,2025-07-10 21:30:00,2.3930177274588105,MACD_Only
ETH/USDT,long,2957.09,2972.88,2025-07-10 22:00:00,2025-07-10 22:30:00,0.5339708970643424,MACD_Only
ETH/USDT,long,2948.94,2951.64,2025-07-10 23:00:00,2025-07-10 23:30:00,0.09155832265152285,MACD_Only
