timestamp,symbol,signal,entry_price,exit_price,pnl_abs,pnl_pct,side
2025-02-19 09:15:00,TATAMOTORS,BUY,686.3,664.75,-314.0026227597254,-3.140026227597254,BUY_SL
2025-03-07 09:15:00,TATAMOTORS,BUY,648.35,691.75,669.3915323513531,6.69391532351353,BUY_TP
2025-04-23 09:15:00,TATAMOTORS,BUY,644.65,698.2,830.6833165283498,8.306833165283498,BUY_TP
2025-03-27 10:15:00,HEROMOTOCO,BUY,3745.85,3455.0,-776.459281604976,-7.764592816049759,BUY_SL
2025-03-05 14:15:00,BRITANNIA,BUY,4725.05,5035.05,656.0777134633495,6.560777134633495,BUY_TP
2025-02-11 13:15:00,APOLLOHOSP,BUY,6358.8,6153.85,-322.3092407372457,-3.223092407372457,BUY_SL
2025-02-28 14:15:00,SBILIFE,BUY,1429.0,1384.1,-314.2057382785171,-3.142057382785171,BUY_SL
2025-03-17 09:15:00,SBILIFE,BUY,1422.95,1521.5,692.5752837415225,6.925752837415225,BUY_TP
2025-02-25 14:15:00,HDFCLIFE,BUY,622.65,665.55,688.9906046735722,6.889906046735724,BUY_TP
2025-04-11 09:15:00,UPL,BUY,630.75,670.5,630.2021403091558,6.302021403091558,BUY_TP
2025-05-21 12:15:00,UPL,BUY,637.95,683.25,710.0869974135896,7.100869974135897,BUY_TP
2025-03-12 13:15:00,SHREECEM,BUY,27573.25,29395.95,661.0392318642165,6.610392318642165,BUY_TP
2025-06-05 14:15:00,SHREECEM,BUY,29505.0,28450.0,-357.56651415014403,-3.5756651415014407,BUY_SL
2025-04-07 10:15:00,TATASTEEL,BUY,128.38,136.7,648.0760243028503,6.480760243028503,BUY_TP
2025-05-02 09:15:00,TATASTEEL,BUY,142.66,151.68,632.2725360998185,6.322725360998185,BUY_TP
2025-04-11 09:15:00,BAJAJ_AUTO,BUY,7759.35,8249.0,631.0451262025808,6.3104512620258095,BUY_TP
2025-02-18 09:15:00,LTIM,BUY,5603.0,5390.15,-379.88577547742346,-3.7988577547742346,BUY_SL
