symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,BB_RSI,1d,24,25.0,-35.02355609248883,-1.4593148371870346
ETH/USDT,BB_RSI,1d,24,20.833333333333336,-37.32075400241866,-1.555031416767444
XRP/USDT,BB_RSI,1d,16,37.5,-35.68407611296935,-2.2302547570605844
ADA/USDT,BB_RSI,1d,21,14.285714285714285,-35.565336344976885,-1.6935874449988986
DOGE/USDT,BB_RSI,1d,25,36.0,27.31573469837702,1.092629387935081
SOL/USDT,BB_RSI,1d,21,33.33333333333333,-60.73837431304253,-2.8923035387163107
DOT/USDT,BB_RSI,1d,19,26.31578947368421,-6.965540322107135,-0.36660738537405974
AVAX/USDT,BB_RSI,1d,17,17.647058823529413,-122.40479146147445,-7.200281850674969
SHIB/USDT,BB_RSI,1d,16,37.5,56.491819480205564,3.5307387175128477
