symbol,type,entry_price,exit_price,entry_time,exit_time,pnl_percent,strategy
BTC/USDT,short,108402.2,108362.8,2025-07-09 03:45:00,2025-07-09 03:50:00,0.03634612581662935,MACD_Only
BTC/USDT,short,108390.9,108400.0,2025-07-09 03:55:00,2025-07-09 04:00:00,-0.008395538739881135,MACD_Only
BTC/USDT,long,108442.0,108361.1,2025-07-09 04:05:00,2025-07-09 04:10:00,-0.07460209144058039,MACD_Only
BTC/USDT,long,108407.9,108367.5,2025-07-09 04:15:00,2025-07-09 04:20:00,-0.03726665676578384,MACD_Only
BTC/USDT,long,108405.0,108457.6,2025-07-09 04:25:00,2025-07-09 04:30:00,0.048521747151889505,MACD_Only
BTC/USDT,long,108521.3,108511.3,2025-07-09 04:35:00,2025-07-09 04:40:00,-0.009214780877118132,MACD_Only
BTC/USDT,long,108520.6,108546.1,2025-07-09 04:45:00,2025-07-09 04:50:00,0.023497842805882015,MACD_Only
BTC/USDT,long,108547.9,108611.6,2025-07-09 04:55:00,2025-07-09 05:00:00,0.0586837700222774,MACD_Only
BTC/USDT,long,108569.7,108530.3,2025-07-09 05:05:00,2025-07-09 05:10:00,-0.03629005146002446,MACD_Only
BTC/USDT,long,108564.9,108546.0,2025-07-09 05:15:00,2025-07-09 05:20:00,-0.01740894156398079,MACD_Only
BTC/USDT,long,108512.6,108531.0,2025-07-09 05:25:00,2025-07-09 05:30:00,0.016956556197155147,MACD_Only
BTC/USDT,long,108857.0,108868.7,2025-07-09 05:35:00,2025-07-09 05:40:00,0.01074804560110704,MACD_Only
BTC/USDT,long,108780.1,108787.6,2025-07-09 05:45:00,2025-07-09 05:50:00,0.006894643413639075,MACD_Only
BTC/USDT,long,108784.5,108762.7,2025-07-09 05:55:00,2025-07-09 06:00:00,-0.020039619614929435,MACD_Only
BTC/USDT,long,108737.6,108727.6,2025-07-09 06:05:00,2025-07-09 06:10:00,-0.009196450905666485,MACD_Only
BTC/USDT,long,108729.7,108750.4,2025-07-09 06:15:00,2025-07-09 06:20:00,0.019038036525436095,MACD_Only
BTC/USDT,long,108750.4,108760.0,2025-07-09 06:25:00,2025-07-09 06:30:00,0.008827553737738731,MACD_Only
BTC/USDT,short,108742.7,108742.7,2025-07-09 06:35:00,2025-07-09 06:40:00,0.0,MACD_Only
BTC/USDT,short,108757.3,108869.5,2025-07-09 06:45:00,2025-07-09 06:50:00,-0.10316548866144809,MACD_Only
BTC/USDT,long,108869.5,108854.5,2025-07-09 06:55:00,2025-07-09 07:00:00,-0.013777963525137894,MACD_Only
BTC/USDT,long,108876.5,108835.1,2025-07-09 07:05:00,2025-07-09 07:10:00,-0.03802473444682202,MACD_Only
BTC/USDT,long,108835.1,108798.7,2025-07-09 07:15:00,2025-07-09 07:20:00,-0.03344509262178169,MACD_Only
BTC/USDT,short,108796.1,108796.1,2025-07-09 07:25:00,2025-07-09 07:30:00,0.0,MACD_Only
BTC/USDT,short,108758.1,108758.0,2025-07-09 07:35:00,2025-07-09 07:40:00,9.194717451465294e-05,MACD_Only
BTC/USDT,short,108758.0,108758.0,2025-07-09 07:45:00,2025-07-09 07:50:00,0.0,MACD_Only
BTC/USDT,short,108700.8,108716.8,2025-07-09 07:55:00,2025-07-09 08:00:00,-0.014719302893814947,MACD_Only
BTC/USDT,short,108751.9,108759.8,2025-07-09 08:05:00,2025-07-09 08:10:00,-0.007264240900626776,MACD_Only
BTC/USDT,short,108852.1,108760.5,2025-07-09 08:15:00,2025-07-09 08:20:00,0.08415087995546784,MACD_Only
BTC/USDT,short,108809.6,108778.5,2025-07-09 08:25:00,2025-07-09 08:30:00,0.028582036879104253,MACD_Only
BTC/USDT,short,108778.5,108767.3,2025-07-09 08:35:00,2025-07-09 08:40:00,0.010296152272735044,MACD_Only
BTC/USDT,short,108726.8,108694.2,2025-07-09 08:45:00,2025-07-09 08:50:00,0.02998340795462188,MACD_Only
BTC/USDT,short,108692.0,108675.4,2025-07-09 08:55:00,2025-07-09 09:00:00,0.015272513156447412,MACD_Only
BTC/USDT,short,108649.0,108649.0,2025-07-09 09:05:00,2025-07-09 09:10:00,0.0,MACD_Only
BTC/USDT,short,108649.1,108649.1,2025-07-09 09:15:00,2025-07-09 09:20:00,0.0,MACD_Only
BTC/USDT,short,108649.0,108613.1,2025-07-09 09:25:00,2025-07-09 09:30:00,0.03304218170438217,MACD_Only
BTC/USDT,short,108622.6,108707.7,2025-07-09 09:35:00,2025-07-09 09:40:00,-0.07834465387496825,MACD_Only
BTC/USDT,long,108758.0,108758.0,2025-07-09 09:45:00,2025-07-09 09:50:00,0.0,MACD_Only
BTC/USDT,long,108757.6,108757.7,2025-07-09 09:55:00,2025-07-09 10:00:00,9.194759721736122e-05,MACD_Only
BTC/USDT,long,108757.7,108754.4,2025-07-09 10:05:00,2025-07-09 10:10:00,-0.0030342679185040786,MACD_Only
BTC/USDT,long,108793.9,108793.9,2025-07-09 10:15:00,2025-07-09 10:20:00,0.0,MACD_Only
BTC/USDT,long,108789.3,108789.4,2025-07-09 10:25:00,2025-07-09 10:30:00,9.192080470346702e-05,MACD_Only
BTC/USDT,long,108789.4,108843.3,2025-07-09 10:35:00,2025-07-09 10:40:00,0.049545268197093414,MACD_Only
