symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,BB_RSI,15m,8,0.0,-2.82346623851438,-0.35293327981429745
ETH/USDT,BB_RSI,15m,6,33.33333333333333,-1.702207018359107,-0.2837011697265178
