analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:36:23.898189,2,0.5031308659831557,100.0,RSI_MACD_VWAP_Strategy,50000.0,5000.0
