Category,Symbol,Strategy,Timeframe,Return_Percent,PnL_Dollars,Duration_Days,Entry_Time,Exit_Time,Entry_Price,Exit_Price
Best Single Trade,BTC/USDT,BB_RSI,1h,3.4448148148148094,344.4814814814809,2.125,2025-07-07 16:00:00,2025-07-09 19:00:00,108000.0,111720.4
Best Symbol Performance,BTC/USDT,BB_RSI,1h,0.8492780681900332,,27.0,,,,
Top Trade #1,BTC/USDT,BB_RSI,1h,3.4448148148148094,344.4814814814809,2.125,2025-07-07 16:00:00,2025-07-09 19:00:00,108000.0,111720.4
Top Trade #2,BTC/USDT,BB_RSI,1h,3.334151510024946,333.4151510024946,2.125,2025-06-21 19:00:00,2025-06-23 22:00:00,102259.9,105669.4
Top Trade #3,BTC/USDT,BB_RSI,1h,1.4857388449668374,148.57388449668375,2.6666666666666665,2025-06-17 15:00:00,2025-06-20 07:00:00,104237.7,105786.4
Top Symbol #1,BTC/USDT,BB_RSI,1h,0.8492780681900332,,27.0,,,,
