analysis_timestamp,strategy_name,total_symbols,portfolio_return_pct,symbol_win_rate_pct,total_trades,initial_capital,position_size,interval,bars,exchange
2025-07-10 10:12:18.425165,BB_RSI,1,0.8492780681900332,100.0,6,100000,10000,1h,720,kraken
