analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:20:48.505761,3,0.30322453332310156,66.66666666666666,RSI_MACD_VWAP_Strategy,100000,10000
