analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:37:15.949865,1,0.5047965867085586,100.0,RSI_MACD_VWAP_Strategy,25000.0,2500.0
