analysis_timestamp,strategy_name,total_symbols,portfolio_return_pct,symbol_win_rate_pct,total_trades,initial_capital,position_size,interval,bars,exchange
2025-07-10 09:45:09.101885,RSI_MACD_VWAP,1,0.06724153166871111,100.0,2,100000,10000,1h,100,kraken
