trade_id,symbol,entry_time,exit_time,entry_price,exit_price,position_size,pnl_dollars,pnl_percent,duration_days,trade_type,outcome,strategy_name
1,ALGO/USDT,2025-06-11 21:00:00,2025-06-16 14:00:00,0.19869,0.18474,5000.0,-351.0493733957425,-7.020987467914851,4.708333333333333,Long,Loss,RSI_MACD_VWAP_Strategy
2,ALGO/USDT,2025-06-16 23:00:00,2025-06-23 20:00:00,0.176,0.17239,5000.0,-102.55681818181824,-2.051136363636365,6.875,Long,Loss,RSI_MACD_VWAP_Strategy
3,ALGO/USDT,2025-06-25 15:00:00,2025-06-28 08:00:00,0.17758,0.17367,5000.0,-110.09122648946945,-2.201824529789389,2.7083333333333335,Long,Loss,RSI_MACD_VWAP_Strategy
4,ALGO/USDT,2025-06-28 10:00:00,2025-06-28 14:00:00,0.17479,0.17351,5000.0,-36.61536701184288,-0.7323073402368575,0.16666666666666666,Long,Loss,RSI_MACD_VWAP_Strategy
5,ALGO/USDT,2025-06-28 15:00:00,2025-06-28 19:00:00,0.17578,0.17646,5000.0,19.34235976789208,0.3868471953578416,0.16666666666666666,Long,Win,RSI_MACD_VWAP_Strategy
6,ALGO/USDT,2025-06-29 05:00:00,2025-06-29 06:00:00,0.1775,0.17773,5000.0,6.478873239436846,0.12957746478873688,0.041666666666666664,Long,Win,RSI_MACD_VWAP_Strategy
7,ALGO/USDT,2025-06-30 12:00:00,2025-06-30 20:00:00,0.17804,0.1861,5000.0,226.35362839811233,4.5270725679622466,0.3333333333333333,Long,Win,RSI_MACD_VWAP_Strategy
8,ALGO/USDT,2025-07-01 16:00:00,2025-07-02 09:00:00,0.17928,0.17522,5000.0,-113.2307005800984,-2.2646140116019677,0.7083333333333334,Long,Loss,RSI_MACD_VWAP_Strategy
9,ALGO/USDT,2025-07-04 04:00:00,2025-07-05 06:00:00,0.17776,0.17601,5000.0,-49.223672367236766,-0.9844734473447353,1.0833333333333333,Long,Loss,RSI_MACD_VWAP_Strategy
10,ALGO/USDT,2025-07-05 20:00:00,2025-07-05 23:00:00,0.17481,0.17495,5000.0,4.004347577369751,0.08008695154739502,0.125,Long,Win,RSI_MACD_VWAP_Strategy
11,ALGO/USDT,2025-07-07 11:00:00,2025-07-08 12:00:00,0.17592,0.17718,5000.0,35.81173260573019,0.7162346521146039,1.0416666666666667,Long,Win,RSI_MACD_VWAP_Strategy
