symbol,entry_time,exit_time,side,entry_price,exit_price,position_size,pnl_abs,pnl_pct,duration_hours,duration_days,trade_type,cumulative_pnl,portfolio_value
ALGO/USDT,2025-06-23 11:00:00,2025-06-23 20:00:00,BUY_TP,0.16132,0.17239,1000,68.62137366724521,6.862137366724521,9.0,0.375,Take Profit,350.23227053692233,10350.232270536922
MANA/USDT,2025-06-18 14:00:00,2025-06-20 22:00:00,BUY_SL,0.2544,0.24625,1000,-32.03616352201265,-3.203616352201265,56.0,2.3333333333333335,Stop Loss,318.19610701490967,10318.19610701491
MANA/USDT,2025-06-21 23:00:00,2025-06-22 13:00:00,BUY_SL,0.23768,0.22967,1000,-33.70077415011776,-3.3700774150117763,14.0,0.5833333333333334,Stop Loss,284.4953328647919,10284.495332864792
MANA/USDT,2025-06-28 13:00:00,2025-07-02 16:00:00,BUY_TP,0.24833,0.27152,1000,93.38380380944706,9.338380380944706,99.0,4.125,Take Profit,377.87913667423896,10377.879136674239
AI16Z/USDT,2025-06-20 07:00:00,2025-06-20 14:00:00,BUY_SL,0.1655,0.159,1000,-39.27492447129913,-3.9274924471299126,7.0,0.2916666666666667,Stop Loss,338.60421220293983,10338.60421220294
APE/USDT,2025-06-21 23:00:00,2025-06-22 13:00:00,BUY_SL,0.5766,0.5476,1000,-50.29483177245929,-5.029483177245929,14.0,0.5833333333333334,Stop Loss,288.30938043048053,10288.30938043048
APE/USDT,2025-06-23 07:00:00,2025-06-23 23:00:00,BUY_TP,0.5687,0.6106,1000,73.67680675224204,7.367680675224205,16.0,0.6666666666666666,Take Profit,361.9861871827226,10361.986187182723
APE/USDT,2025-06-27 21:00:00,2025-07-03 06:00:00,BUY_TP,0.6026,0.6426,1000,66.37902422834372,6.6379024228343715,129.0,5.375,Take Profit,428.3652114110663,10428.365211411066
BCH/USDT,2025-06-22 00:00:00,2025-06-22 13:00:00,BUY_SL,470.55,450.76,1000,-42.05716714483056,-4.205716714483056,13.0,0.5416666666666666,Stop Loss,386.30804426623575,10386.308044266236
BCH/USDT,2025-06-23 22:00:00,2025-06-24 15:00:00,BUY_SL,465.5,450.0,1000,-33.297529538131045,-3.329752953813104,17.0,0.7083333333333334,Stop Loss,353.0105147281047,10353.010514728105
BERA/USDT,2025-06-19 22:00:00,2025-06-20 16:00:00,BUY_SL,1.885,1.794,1000,-48.2758620689655,-4.82758620689655,18.0,0.75,Stop Loss,304.73465265913916,10304.73465265914
BERA/USDT,2025-06-25 13:00:00,2025-06-25 19:00:00,BUY_SL,1.773,1.704,1000,-38.91708967851097,-3.891708967851097,6.0,0.25,Stop Loss,265.81756298062817,10265.817562980628
BERA/USDT,2025-07-09 05:00:00,2025-07-10 06:00:00,BUY_TP,1.708,1.821,1000,66.1592505854801,6.615925058548008,25.0,1.0416666666666667,Take Profit,331.97681356610826,10331.976813566109
CRO/USDT,2025-06-18 13:00:00,2025-06-21 21:00:00,BUY_SL,0.08819,0.08421,1000,-45.12983331443487,-4.512983331443487,80.0,3.3333333333333335,Stop Loss,286.8469802516734,10286.846980251674
CRO/USDT,2025-06-23 19:00:00,2025-06-24 06:00:00,BUY_TP,0.0814,0.08658,1000,63.63636363636368,6.363636363636369,11.0,0.4583333333333333,Take Profit,350.4833438880371,10350.483343888038
