trade_id,symbol,entry_time,exit_time,entry_price,exit_price,position_size,pnl_dollars,pnl_percent,duration_days,trade_type,outcome,strategy_name
1,EURR/USDT,2025-06-11 11:00:00,2025-06-12 04:00:00,1.1425,1.1485,5000.0,26.25820568927792,0.5251641137855584,0.7083333333333334,Long,Win,RSI_MACD_VWAP_Strategy
2,EURR/USDT,2025-06-14 13:00:00,2025-06-14 14:00:00,1.165,1.165,5000.0,0.0,0.0,0.041666666666666664,Long,Breakeven,RSI_MACD_VWAP_Strategy
3,EURR/USDT,2025-06-15 05:00:00,2025-06-17 14:00:00,1.1404,1.1528,5000.0,54.36688881094339,1.0873377762188674,2.375,Long,Win,RSI_MACD_VWAP_Strategy
4,EURR/USDT,2025-06-18 05:00:00,2025-06-18 11:00:00,1.1493,1.1497,5000.0,1.740189680675002,0.03480379361350004,0.25,Long,Win,RSI_MACD_VWAP_Strategy
5,EURR/USDT,2025-06-18 23:00:00,2025-06-19 14:00:00,1.1492,1.1461,5000.0,-13.487643578141762,-0.26975287156283523,0.625,Long,Loss,RSI_MACD_VWAP_Strategy
6,EURR/USDT,2025-06-19 21:00:00,2025-06-20 03:00:00,1.1401,1.1514,5000.0,49.55705639856192,0.9911411279712383,0.25,Long,Win,RSI_MACD_VWAP_Strategy
7,EURR/USDT,2025-06-21 00:00:00,2025-06-21 14:00:00,1.1519,1.1649,5000.0,56.42850941922096,1.128570188384419,0.5833333333333334,Long,Win,RSI_MACD_VWAP_Strategy
8,EURR/USDT,2025-06-23 09:00:00,2025-06-23 23:00:00,1.1451,1.1494,5000.0,18.775652781416344,0.3755130556283268,0.5833333333333334,Long,Win,RSI_MACD_VWAP_Strategy
9,EURR/USDT,2025-06-25 04:00:00,2025-06-25 11:00:00,1.1601,1.1601,5000.0,0.0,0.0,0.2916666666666667,Long,Breakeven,RSI_MACD_VWAP_Strategy
10,EURR/USDT,2025-06-25 23:00:00,2025-06-26 00:00:00,1.165,1.165,5000.0,0.0,0.0,0.041666666666666664,Long,Breakeven,RSI_MACD_VWAP_Strategy
11,EURR/USDT,2025-06-26 22:00:00,2025-06-27 16:00:00,1.1685,1.172,5000.0,14.976465554128525,0.29952931108257047,0.75,Long,Win,RSI_MACD_VWAP_Strategy
12,EURR/USDT,2025-06-28 06:00:00,2025-07-01 03:00:00,1.1703,1.1742,5000.0,16.66239425788266,0.3332478851576532,2.875,Long,Win,RSI_MACD_VWAP_Strategy
