analysis_timestamp,strategy_name,total_symbols,portfolio_return_pct,symbol_win_rate_pct,total_trades,initial_capital,position_size,interval,bars,exchange
2025-07-10 12:38:49.041704,RSI_MACD_VWAP,1,0.07373749439682797,100.0,2,10000.0,1000.0,1h,100,kraken
