trade_id,symbol,entry_time,exit_time,entry_price,exit_price,position_size,pnl_dollars,pnl_percent,duration_days,trade_type,outcome,strategy_name
1,SHIB/USDT,2025-06-11 12:00:00,2025-06-11 15:00:00,1.342e-05,1.359e-05,5000.0,63.3383010432191,1.266766020864382,0.125,Long,Win,RSI_MACD_VWAP_Strategy
2,SHIB/USDT,2025-06-11 21:00:00,2025-06-23 22:00:00,1.294e-05,1.164e-05,5000.0,-502.3183925811435,-10.04636785162287,12.041666666666666,Long,Loss,RSI_MACD_VWAP_Strategy
3,SHIB/USDT,2025-06-24 19:00:00,2025-06-25 22:00:00,1.152e-05,1.159e-05,5000.0,30.38194444444489,0.6076388888888977,1.125,Long,Win,RSI_MACD_VWAP_Strategy
4,SHIB/USDT,2025-06-26 00:00:00,2025-06-26 04:00:00,1.166e-05,1.172e-05,5000.0,25.728987993138688,0.5145797598627738,0.16666666666666666,Long,Win,RSI_MACD_VWAP_Strategy
5,SHIB/USDT,2025-06-26 10:00:00,2025-06-28 16:00:00,1.149e-05,1.15e-05,5000.0,4.3516100957353805,0.0870322019147076,2.25,Long,Win,RSI_MACD_VWAP_Strategy
6,SHIB/USDT,2025-06-29 22:00:00,2025-06-30 04:00:00,1.192e-05,1.157e-05,5000.0,-146.8120805369128,-2.936241610738256,0.25,Long,Loss,RSI_MACD_VWAP_Strategy
7,SHIB/USDT,2025-06-30 12:00:00,2025-07-02 14:00:00,1.139e-05,1.149e-05,5000.0,43.89815627743668,0.8779631255487333,2.0833333333333335,Long,Win,RSI_MACD_VWAP_Strategy
8,SHIB/USDT,2025-07-04 07:00:00,2025-07-05 06:00:00,1.158e-05,1.149e-05,5000.0,-38.86010362694264,-0.7772020725388528,0.9583333333333334,Long,Loss,RSI_MACD_VWAP_Strategy
9,SHIB/USDT,2025-07-05 19:00:00,2025-07-06 08:00:00,1.137e-05,1.154e-05,5000.0,74.7581354441513,1.4951627088830262,0.5416666666666666,Long,Win,RSI_MACD_VWAP_Strategy
10,SHIB/USDT,2025-07-07 11:00:00,2025-07-08 06:00:00,1.175e-05,1.174e-05,5000.0,-4.255319148936129,-0.08510638297872258,0.7916666666666666,Long,Loss,RSI_MACD_VWAP_Strategy
11,SHIB/USDT,2025-07-09 09:00:00,2025-07-09 10:00:00,1.193e-05,1.198e-05,5000.0,20.95557418273312,0.4191114836546624,0.041666666666666664,Long,Win,RSI_MACD_VWAP_Strategy
