Category,Strategy,Symbol,Timeframe,Return_Percent,PnL_Dollars,Duration_Days,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Win_Rate,Total_Trades,Symbols_Count,Success_Rate
Best Single Trade (All Strategies),MACD_Only,AI16Z/USDT,1h,21.155288822205552,2115.5288822205553,1.5833333333333333,2025-06-22 20:00:00,2025-06-24 10:00:00,0.1333,0.1615,,,,
Best Strategy Performance,SMA_Cross,AGGREGATE,1h,0.25911476981992604,,,,,,,46.40873015873016,66.0,10.0,166.66666666666669
Top Trade #1 (All Strategies),MACD_Only,AI16Z/USDT,1h,21.155288822205552,2115.5288822205553,1.5833333333333333,2025-06-22 20:00:00,2025-06-24 10:00:00,0.1333,0.1615,,,,
Top Trade #2 (All Strategies),Optimized_Crypto_V2,AI16Z/USDT,1h,18.141916605705937,1814.1916605705937,1.125,2025-06-23 07:00:00,2025-06-24 10:00:00,0.1367,0.1615,,,,
Top Trade #3 (All Strategies),MACD_Only,AI16Z/USDT,1h,18.07313642756681,1807.3136427566808,1.3333333333333333,2025-07-02 01:00:00,2025-07-03 09:00:00,0.1422,0.1679,,,,
Top Strategy #1,SMA_Cross,AGGREGATE,1h,0.25911476981992604,,,,,,,46.40873015873016,66.0,10.0,166.66666666666669
Top Strategy #2,MACD_Only,AGGREGATE,1h,-0.023494041099911524,,,,,,,34.75364201016375,244.0,10.0,166.66666666666669
Top Strategy #3,BB_RSI,AGGREGATE,1h,-0.25201331239047875,,,,,,,52.595238095238095,51.0,10.0,166.66666666666669
