analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:40:12.062261,1,0.16572538492269812,100.0,RSI_MACD_VWAP_Strategy,5000.0,50.0
