analysis_timestamp,strategy_name,total_symbols,portfolio_return_pct,symbol_win_rate_pct,total_trades,initial_capital,position_size,interval,bars,exchange
2025-07-10 10:04:57.643100,RSI_MACD_VWAP,37,-0.2834721639580577,40.54054054054054,435,100000,10000,1h,720,kraken
