analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:31:17.214005,4,0.06402870439460458,50.0,RSI_MACD_VWAP_Strategy,100000,10000
