analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-10 00:01:03.137636,1,0.05047965867086532,100.0,RSI_MACD_VWAP_Strategy,10000.0,100.0
