analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:33:48.778804,5,-0.08251285414514714,40.0,RSI_MACD_VWAP_Strategy,100000.0,10000.0
