analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-10 00:01:22.513692,1,0.027628605031222834,100.0,RSI_MACD_VWAP_Strategy,10000.0,100.0
