analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:39:27.314517,1,0.0026899746898925514,100.0,RSI_MACD_VWAP_Strategy,10000.0,100.0
