trade_id,symbol,entry_time,exit_time,entry_price,exit_price,position_size,pnl_dollars,pnl_percent,duration_days,trade_type,outcome,strategy_name
1,SOL/USDT,2025-06-11 21:00:00,2025-06-15 14:00:00,160.46,151.76,5000.0,-271.0956001495705,-5.4219120029914105,3.7083333333333335,Long,Loss,RSI_MACD_VWAP_Strategy
2,SOL/USDT,2025-06-16 22:00:00,2025-06-23 22:00:00,153.05,145.0,5000.0,-262.98595230316926,-5.259719046063386,7.0,Long,Loss,RSI_MACD_VWAP_Strategy
3,SOL/USDT,2025-06-26 02:00:00,2025-06-26 09:00:00,146.27,143.88,5000.0,-81.6982293019763,-1.6339645860395258,0.2916666666666667,Long,Loss,RSI_MACD_VWAP_Strategy
4,SOL/USDT,2025-06-26 16:00:00,2025-06-28 07:00:00,142.26,146.67,5000.0,154.99789118515383,3.0999578237030767,1.625,Long,Win,RSI_MACD_VWAP_Strategy
5,SOL/USDT,2025-07-01 08:00:00,2025-07-02 08:00:00,149.11,149.23,5000.0,4.023874991616126,0.08047749983232252,1.0,Long,Win,RSI_MACD_VWAP_Strategy
6,SOL/USDT,2025-07-04 11:00:00,2025-07-05 06:00:00,150.3,148.14,5000.0,-71.85628742515053,-1.4371257485030104,0.7916666666666666,Long,Loss,RSI_MACD_VWAP_Strategy
7,SOL/USDT,2025-07-05 20:00:00,2025-07-06 06:00:00,147.14,148.09,5000.0,32.28218023651003,0.6456436047302005,0.4166666666666667,Long,Win,RSI_MACD_VWAP_Strategy
8,SOL/USDT,2025-07-07 21:00:00,2025-07-08 10:00:00,148.65,151.14,5000.0,83.75378405650791,1.6750756811301584,0.5416666666666666,Long,Win,RSI_MACD_VWAP_Strategy
