analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-09 23:04:43.463337,37,-0.35762734568198695,35.13513513513514,RSI_MACD_VWAP_Strategy,50000.0,5000.0
