analysis_timestamp,total_symbols,portfolio_return_pct,symbol_win_rate_pct,strategy_name,initial_capital,position_size
2025-07-10 00:13:40.729639,1,0.528276857691948,100.0,RSI_MACD_VWAP_Strategy,100000,10000
