analysis_timestamp,strategy_name,total_symbols,portfolio_return_pct,symbol_win_rate_pct,total_trades,initial_capital,position_size,interval,bars,exchange
2025-07-10 01:04:25.619741,RSI_MACD_VWAP,2,-0.008725558760823333,50.0,8,100000,10000,1h,200,kraken
