symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,RSI_MACD_VWAP,15m,6,33.33333333333333,-1.2254471294158438,-0.20424118823597395
ETH/USDT,RSI_MACD_VWAP,15m,1,0.0,-0.6614717915590114,-0.6614717915590114
