symbol,strategy,timeframe,total_trades,win_rate,total_return,avg_return
BTC/USDT,Optimized_Crypto_V2,5m,4,0.0,-0.7148763211765146,-0.17871908029412864
ETH/USDT,Optimized_Crypto_V2,5m,2,50.0,-0.13445294723113488,-0.06722647361556744
